subj,cond,block,trial,key1,key2,sim,mystery
EDb,V,0,35,s_m102_na,s_m102_nxi,-0.096,3.508
EDb,V,0,36,s_m110_kxo,s_m110_kxw,0.232,4.697
EDb,V,0,37,s_m107_mo,s_m107_mxi,0.256,3.287
EDb,V,0,38,s_m110_pxy,s_m110_pxr,0.664,2.993
EDb,V,0,39,s_f106_fc,s_f106_fxq,-0.540,3.102
EDb,V,0,40,s_f101_te,s_f101_txw,0.660,6.759
EDb,V,0,41,s_m107_rxu,s_m107_rxo,-0.164,3.460
EDb,V,0,42,s_f105_pxu,s_f105_po,-0.284,6.436
EDb,V,0,43,s_f103_wxe,s_f103_wa,0.000,4.425
EDb,V,0,44,s_m110_go,s_m110_gu,0.360,3.532
EDb,V,0,45,s_f113_la,s_f113_le,-0.200,2.780
EDb,V,0,46,s_f108_bo,s_f108_bxo,-0.504,2.885
EDb,V,0,47,s_m112_fi,s_m112_fa,0.532,3.179
EDb,V,0,48,s_f109_wa,s_f109_wxr,-0.104,15.375
EDb,V,0,49,s_m104_lxe,s_m104_lxu,-0.424,3.909
EDb,V,0,50,s_f105_wxi,s_f105_wxe,-0.860,5.587
EDb,V,1,0,s_f105_sxw,s_f105_sxa,-0.776,4.530
EDb,V,1,1,s_m104_ga,s_m104_gxo,0.540,2.912
EDb,V,1,2,s_m112_nu,s_m112_nxa,-0.176,2.695
EDb,V,1,3,s_f108_ru,s_f108_ra,0.280,3.434
EDb,V,1,4,s_m110_lxy,s_m110_lc,0.704,3.581
EDb,V,1,5,s_f113_dxa,s_f113_dxu,-0.684,2.078
EDb,V,1,6,s_f106_to,s_f106_txw,-0.620,3.753
EDb,V,1,7,s_m114_ti,s_m114_tu,-0.120,3.001
EDb,V,1,8,s_m110_wxy,s_m110_wa,-0.500,3.829
EDb,V,1,9,s_m112_txu,s_m112_txi,-0.104,5.375
EDb,V,1,10,s_f108_fxe,s_f108_fxw,0.448,3.305
EDb,V,1,11,s_f103_kxe,s_f103_kxa,-0.280,4.633
EDb,V,1,12,s_m104_dxu,s_m104_dxr,-0.464,4.095
EDb,V,1,13,s_m110_si,s_m110_sxu,0.292,6.956
EDb,V,1,14,s_m114_hxi,s_m114_hxy,0.176,5.408
EDb,V,1,15,s_f103_pxu,s_f103_pu,0.508,3.172
EDb,V,1,16,s_m107_bxq,s_m107_bxu,-0.404,3.725
EDb,V,1,17,s_f106_mxq,s_f106_mxy,-0.268,4.286
EDb,V,1,18,s_f109_gxw,s_f109_gxi,0.448,3.069
EDb,V,1,19,s_f101_hxu,s_f101_ha,-0.500,10.335
EDb,V,1,20,s_f101_nxo,s_f101_nxq,0.312,4.724
EDb,V,1,21,s_m110_dc,s_m110_da,-0.304,3.289
EDb,V,1,22,s_m102_ri,s_m102_rxo,0.184,10.864
EDb,V,1,23,s_f105_gi,s_f105_go,0.440,10.151
EDb,V,1,24,s_f106_bi,s_f106_bxw,0.448,10.044
EDb,V,1,25,s_m104_we,s_m104_wxi,-0.824,3.898
EDb,V,1,26,s_m112_rxo,s_m112_rxe,0.000,5.291
EDb,V,1,27,s_m104_pxi,s_m104_pxq,-0.404,5.554
EDb,V,1,28,s_f101_fxy,s_f101_fxu,0.440,5.998
EDb,V,1,29,s_f109_lo,s_f109_lxq,0.152,3.679
EDb,V,1,30,s_f101_mxo,s_f101_mxy,-0.336,7.627
EDb,V,1,31,s_f113_gxi,s_f113_gxr,-0.136,27.547
EDb,V,1,32,s_m102_fu,s_m102_fxo,0.184,4.024
EDb,V,1,33,s_m102_bc,s_m102_bi,0.352,3.744
EDb,V,1,34,s_f101_bu,s_f101_bc,-0.588,3.464
EDb,V,1,35,s_f103_kxr,s_f103_kxe,0.196,7.689
EDb,V,1,36,s_f105_lxo,s_f105_lxi,0.148,4.516
EDb,V,1,37,s_m111_kxe,s_m111_kxq,-0.528,4.477
EDb,V,1,38,s_m111_gxy,s_m111_ge,-0.452,3.275
EDb,V,1,39,s_f108_mxa,s_f108_ma,-0.292,2.898
EDb,V,1,40,s_f109_si,s_f109_sxy,-0.192,6.135
EDb,V,1,41,s_f113_wi,s_f113_wxi,-0.564,3.566
EDb,V,1,42,s_m111_wxa,s_m111_wxo,-0.220,7.664
EDb,V,1,43,s_f109_ke,s_f109_kxu,0.188,3.285
EDb,V,1,44,s_m111_lxw,s_m111_lxr,0.424,3.385
EDb,V,1,45,s_f113_ke,s_f113_ko,0.264,3.848
EDb,V,1,46,s_m112_hxy,s_m112_hu,0.548,3.861
EDb,V,1,47,s_f109_pxw,s_f109_pu,0.228,4.523
EDb,V,1,48,s_f103_lxy,s_f103_lxe,0.176,4.259
EDb,V,1,49,s_f106_ne,s_f106_nu,0.000,13.081
EDb,V,1,50,s_f106_fxr,s_f106_fc,0.204,3.086
EDb,V,2,0,s_m110_sxu,s_m110_si,0.804,17.758
EDb,V,2,1,s_f101_fxu,s_f101_fxy,0.496,4.524
EDb,V,2,2,s_f105_lxi,s_f105_lxo,0.760,5.112
EDb,V,2,3,s_f106_hxo,s_f106_he,0.352,4.591
EDb,V,2,4,s_f109_sxy,s_f109_si,-0.104,3.207
EDb,V,2,5,s_f108_fxw,s_f108_fxe,0.196,2.987
EDb,V,2,6,s_m104_dxr,s_m104_dxu,-0.812,3.062
EDb,V,2,7,s_m104_gu,s_m104_gxr,-0.496,2.334
EDb,V,2,8,s_m114_bxa,s_m114_bi,-0.080,2.859
EDb,V,2,9,s_f103_lxe,s_f103_lxy,0.324,4.474
EDb,V,2,10,s_f106_rxa,s_f106_rc,-0.812,3.152
EDb,V,2,11,s_m110_kxw,s_m110_kxo,-0.152,2.682
EDb,V,2,12,s_m107_bxu,s_m107_bxq,-0.240,3.350
EDb,V,2,13,s_m114_tu,s_m114_ti,-0.400,3.784
EDb,V,2,14,s_m107_nxe,s_m107_nu,0.000,3.092
EDb,V,2,15,s_m111_pxq,s_m111_pxa,-0.496,6.146
EDb,V,2,16,s_m110_wa,s_m110_wxy,-0.488,3.676
EDb,V,2,17,s_f103_kxe,s_f103_kxr,-0.164,3.611
EDb,V,2,18,s_m114_ma,s_m114_mxw,-0.400,7.704
EDb,V,2,19,s_f106_txw,s_f106_to,-0.268,2.929
EDb,V,2,20,s_m112_hu,s_m112_hxy,0.572,4.445
EDb,V,2,21,s_m110_da,s_m110_dc,-0.632,2.853
EDb,V,2,22,s_m111_wxo,s_m111_wxa,-0.352,4.821
EDb,V,2,23,s_m114_nxq,s_m114_ni,0.464,4.489
EDb,V,2,24,s_m110_lc,s_m110_lxy,0.248,3.957
EDb,V,2,25,s_m111_ge,s_m111_gxy,-0.176,2.615
EDb,V,2,26,s_f109_pu,s_f109_pxw,0.456,4.422
EDb,V,2,27,s_m114_hxy,s_m114_hxi,-0.116,3.766
EDb,V,2,28,s_f108_nc,s_f108_nxe,-0.596,3.237
EDb,V,2,29,s_f106_nu,s_f106_ne,-0.344,3.101
EDb,V,2,30,s_f101_ha,s_f101_hxu,-0.044,4.541
EDb,V,2,31,s_f105_sxa,s_f105_sxw,-0.788,3.303
EDb,V,2,32,s_m104_gxo,s_m104_ga,-0.224,4.071
EDb,V,2,33,s_f103_kxa,s_f103_kxe,-0.232,4.689
EDb,V,2,34,s_f113_ko,s_f113_ke,0.432,3.700
EDb,V,2,35,s_f106_bxw,s_f106_bi,0.328,3.648
EDb,V,2,36,s_f113_wxi,s_f113_wi,-0.272,6.316
EDb,V,2,37,s_m104_pxq,s_m104_pxi,-0.436,12.199
EDb,V,2,38,s_f101_mxy,s_f101_mxo,-0.208,2.393
EDb,V,2,39,s_f108_te,s_f108_txe,-0.384,2.355
EDb,V,2,40,s_m111_sxr,s_m111_sxo,0.640,1.649
EDb,V,2,41,s_f101_bc,s_f101_bu,0.524,2.078
EDb,V,2,42,s_m102_me,s_m102_mxa,0.100,3.632
EDb,V,2,43,s_f109_kxu,s_f109_ke,-0.272,5.216
EDb,V,2,44,s_m104_sxq,s_m104_su,-0.188,3.206
EDb,V,2,45,s_f113_gxr,s_f113_gxi,0.240,1.971
EDb,V,2,46,s_f105_de,s_f105_dxr,-0.360,2.232
EDb,V,2,47,s_m112_bxe,s_m112_bo,0.124,1.852
EDb,V,2,48,s_f106_fc,s_f106_fxr,-0.116,2.377
EDb,V,2,49,s_m111_kxq,s_m111_kxe,-0.732,8.571
EDb,V,2,50,s_m112_txi,s_m112_txu,-0.680,2.780
EDb,V,3,0,s_m102_nxw,s_m102_nxq,-0.664,2.138
EDb,V,3,1,s_f109_wxr,s_f109_wa,0.532,2.323
EDb,V,3,2,s_m107_hc,s_m107_he,0.292,4.983
EDb,V,3,3,s_f108_bxo,s_f108_bo,-0.176,4.315
EDb,V,3,4,s_f108_ra,s_f108_ru,0.808,3.169
EDb,V,3,5,s_f113_si,s_f113_sxr,-0.096,5.418
EDb,V,3,6,s_f105_wc,s_f105_wxo,-0.320,2.431
EDb,V,3,7,s_m112_fa,s_m112_fi,0.512,6.990
EDb,V,3,8,s_m110_lxq,s_m110_le,-0.128,4.020
EDb,V,3,9,s_m102_ho,s_m102_hxa,0.120,6.291
EDb,V,3,10,s_f109_dxa,s_f109_dxy,-0.344,4.235
EDb,V,3,11,s_f113_le,s_f113_la,-0.176,3.770
EDb,V,3,12,s_f113_po,s_f113_pxy,0.412,7.393
EDb,V,3,13,s_f105_go,s_f105_gi,-0.104,4.402
EDb,V,3,14,s_m111_lxr,s_m111_lxw,0.228,4.561
EDb,V,3,15,s_m114_fxw,s_m114_fxu,-0.192,2.645
EDb,V,3,16,s_m102_ta,s_m102_txq,-0.668,2.774
EDb,V,3,17,s_m102_rxo,s_m102_ri,0.568,2.621
EDb,V,3,18,s_m107_rxo,s_m107_rxu,0.216,4.663
EDb,V,3,19,s_m107_mxi,s_m107_mo,0.664,3.160
EDb,V,3,20,s_f108_hi,s_f108_hxe,-0.524,4.605
EDb,V,3,21,s_m102_nxi,s_m102_na,-0.464,3.627
EDb,V,3,22,s_f103_wa,s_f103_wxe,-0.528,5.141
EDb,V,3,23,s_f101_txw,s_f101_te,0.436,12.631
EDb,V,3,24,s_m104_kxu,s_m104_kc,-0.392,3.915
EDb,V,3,25,s_f108_ma,s_f108_mxa,-0.620,2.735
EDb,V,3,26,s_f103_do,s_f103_dc,-0.584,2.820
EDb,V,3,27,s_f113_dxu,s_f113_dxa,-0.868,2.844
EDb,V,3,28,s_f105_wxe,s_f105_wxi,-0.796,2.789
EDb,V,3,29,s_f109_lxq,s_f109_lo,0.360,2.978
EDb,V,3,30,s_f103_sa,s_f103_so,0.156,3.164
EDb,V,3,31,s_m104_wxi,s_m104_we,-0.760,3.370
EDb,V,3,32,s_m102_fxo,s_m102_fu,0.636,3.722
EDb,V,3,33,s_m112_nxa,s_m112_nu,-0.184,6.205
EDb,V,3,34,s_m104_lxu,s_m104_lxe,-0.428,2.685
EDb,V,3,35,s_m110_gu,s_m110_go,-0.160,2.953
EDb,V,3,36,s_f101_nxq,s_f101_nxo,0.448,3.079
EDb,V,3,37,s_f105_po,s_f105_pxu,-0.696,3.118
EDb,V,3,38,s_m111_dxi,s_m111_dxa,-0.280,2.758
EDb,V,3,39,s_f106_mxy,s_f106_mxq,-0.380,2.830
EDb,V,3,40,s_f106_fxq,s_f106_fc,-0.092,2.859
EDb,V,3,41,s_m112_rxe,s_m112_rxo,0.620,2.994
EDb,V,3,42,s_f109_gxi,s_f109_gxw,0.268,3.314
EDb,V,3,43,s_f105_kxw,s_f105_kxy,-0.432,2.639
EDb,V,3,44,s_m112_mxq,s_m112_mxr,-0.224,4.087
EDb,V,3,45,s_f103_pu,s_f103_pxu,-0.172,5.512
EDb,V,3,46,s_m107_fxw,s_m107_fc,-0.600,4.346
EDb,V,3,47,s_f101_rxi,s_f101_ru,0.412,4.790
EDb,V,3,48,s_m102_bi,s_m102_bc,0.268,5.027
EDb,V,3,49,s_f103_ge,s_f103_gi,0.568,3.408
EDb,V,3,50,s_m110_pxr,s_m110_pxy,0.340,3.391
E,V,0,0,s_m104_kc,s_m104_kxu,-0.404,8.934
E,V,0,1,s_m107_he,s_m107_hc,-0.056,5.548
E,V,0,2,s_f109_dxy,s_f109_dxa,-0.168,5.538
E,V,0,3,s_f113_pxy,s_f113_po,0.200,9.030
E,V,0,4,s_m114_ni,s_m114_nxq,0.196,5.993
E,V,0,5,s_f108_txe,s_f108_te,-0.452,4.423
E,V,0,6,s_m114_fxu,s_m114_fxw,0.108,5.384
E,V,0,7,s_m107_fc,s_m107_fxw,-0.808,7.067
E,V,0,8,s_m112_bo,s_m112_bxe,-0.880,4.243
E,V,0,9,s_f103_dc,s_f103_do,0.772,7.576
E,V,0,10,s_m110_le,s_m110_lxq,0.624,5.995
E,V,0,11,s_f108_nxe,s_f108_nc,0.208,4.936
E,V,0,12,s_m111_sxo,s_m111_sxr,-0.232,2.982
E,V,0,13,s_m104_su,s_m104_sxq,-0.464,5.377
E,V,0,14,s_f105_dxr,s_f105_de,-0.140,4.321
E,V,0,15,s_f105_kxy,s_f105_kxw,-0.092,3.678
E,V,0,16,s_m114_mxw,s_m114_ma,0.488,5.389
E,V,0,17,s_f106_he,s_f106_hxo,-0.584,5.780
E,V,0,18,s_f106_rc,s_f106_rxa,0.164,3.555
E,V,0,19,s_f103_gi,s_f103_ge,0.556,4.413
E,V,0,20,s_f113_sxr,s_f113_si,-0.196,2.794
E,V,0,21,s_f108_hxe,s_f108_hi,-0.720,3.379
E,V,0,22,s_m111_pxa,s_m111_pxq,-0.884,3.094
E,V,0,23,s_m114_bi,s_m114_bxa,0.116,2.284
E,V,0,24,s_f105_wxo,s_f105_wc,0.324,2.454
E,V,0,25,s_m107_nu,s_m107_nxe,-0.068,3.112
E,V,0,26,s_m104_gxr,s_m104_gu,0.532,2.643
E,V,0,27,s_m102_hxa,s_m102_ho,-0.320,2.560
E,V,0,28,s_f101_ru,s_f101_rxi,0.496,4.690
E,V,0,29,s_m111_dxa,s_m111_dxi,0.348,3.112
E,V,0,30,s_m102_nxq,s_m102_nxw,-0.944,4.188
E,V,0,31,s_m112_mxr,s_m112_mxq,-0.468,3.329
E,V,0,32,s_m102_txq,s_m102_ta,-0.200,5.074
E,V,0,33,s_m102_mxa,s_m102_me,0.104,4.427
E,V,0,34,s_f103_so,s_f103_sa,-0.584,3.311
E,V,0,35,s_m102_na,s_m102_nxi,0.112,2.671
E,V,0,36,s_m110_kxo,s_m110_kxw,0.424,3.530
E,V,0,37,s_m107_mo,s_m107_mxi,0.508,5.569
E,V,0,38,s_m110_pxy,s_m110_pxr,-0.200,2.251
E,V,0,39,s_f106_fc,s_f106_fxq,-0.072,3.743
E,V,0,40,s_f101_te,s_f101_txw,-0.720,2.985
E,V,0,41,s_m107_rxu,s_m107_rxo,-0.584,3.331
E,V,0,42,s_f105_pxu,s_f105_po,-0.956,3.985
E,V,0,43,s_f103_wxe,s_f103_wa,-0.960,3.225
E,V,0,44,s_m110_go,s_m110_gu,0.220,2.510
E,V,0,45,s_f113_la,s_f113_le,-0.948,2.822
E,V,0,46,s_f108_bo,s_f108_bxo,-0.824,2.965
E,V,0,47,s_m112_fi,s_m112_fa,0.312,2.345
E,V,0,48,s_f109_wa,s_f109_wxr,-0.668,5.402
E,V,0,49,s_m104_lxe,s_m104_lxu,0.616,5.214
E,V,0,50,s_f105_wxi,s_f105_wxe,-0.876,4.522
E,V,1,0,s_f105_sxw,s_f105_sxa,-0.632,4.790
E,V,1,1,s_m104_ga,s_m104_gxo,0.264,5.326
E,V,1,2,s_m112_nu,s_m112_nxa,0.316,4.530
E,V,1,3,s_f108_ru,s_f108_ra,0.664,2.769
E,V,1,4,s_m110_lxy,s_m110_lc,-0.068,2.548
E,V,1,5,s_f113_dxa,s_f113_dxu,-0.796,3.051
E,V,1,6,s_f106_to,s_f106_txw,-0.592,3.120
E,V,1,7,s_m114_ti,s_m114_tu,0.428,2.204
E,V,1,8,s_m110_wxy,s_m110_wa,0.608,5.445
E,V,1,9,s_m112_txu,s_m112_txi,-0.956,3.027
E,V,1,10,s_f108_fxe,s_f108_fxw,-0.200,2.059
E,V,1,11,s_f103_kxe,s_f103_kxa,-0.620,2.626
E,V,1,12,s_m104_dxu,s_m104_dxr,-0.892,2.768
E,V,1,13,s_m110_si,s_m110_sxu,0.888,2.298
E,V,1,14,s_m114_hxi,s_m114_hxy,-0.440,2.008
E,V,1,15,s_f103_pxu,s_f103_pu,0.368,3.618
E,V,1,16,s_m107_bxq,s_m107_bxu,-0.320,4.264
E,V,1,17,s_f106_mxq,s_f106_mxy,-0.172,4.468
E,V,1,18,s_f109_gxw,s_f109_gxi,0.620,4.728
E,V,1,19,s_f101_hxu,s_f101_ha,-0.292,1.837
E,V,1,20,s_f101_nxo,s_f101_nxq,-0.092,2.085
E,V,1,21,s_m110_dc,s_m110_da,0.208,4.880
E,V,1,22,s_m102_ri,s_m102_rxo,0.136,2.532
E,V,1,23,s_f105_gi,s_f105_go,0.408,4.245
E,V,1,24,s_f106_bi,s_f106_bxw,0.880,2.922
E,V,1,25,s_m104_we,s_m104_wxi,-0.736,2.303
E,V,1,26,s_m112_rxo,s_m112_rxe,-0.148,5.575
E,V,1,27,s_m104_pxi,s_m104_pxq,0.472,2.729
E,V,1,28,s_f101_fxy,s_f101_fxu,-0.104,6.396
E,V,1,29,s_f109_lo,s_f109_lxq,0.484,2.910
E,V,1,30,s_f101_mxo,s_f101_mxy,0.972,2.900
E,V,1,31,s_f113_gxi,s_f113_gxr,0.616,4.692
E,V,1,32,s_m102_fu,s_m102_fxo,0.916,2.354
E,V,1,33,s_m102_bc,s_m102_bi,0.940,3.987
E,V,1,34,s_f101_bu,s_f101_bc,0.208,2.414
E,V,1,35,s_f103_kxr,s_f103_kxe,0.172,1.983
E,V,1,36,s_f105_lxo,s_f105_lxi,0.724,2.463
E,V,1,37,s_m111_kxe,s_m111_kxq,0.888,5.497
E,V,1,38,s_m111_gxy,s_m111_ge,0.344,2.263
E,V,1,39,s_f108_mxa,s_f108_ma,0.140,1.976
E,V,1,40,s_f109_si,s_f109_sxy,0.128,2.904
E,V,1,41,s_f113_wi,s_f113_wxi,-0.260,2.957
E,V,1,42,s_m111_wxa,s_m111_wxo,0.580,3.426
E,V,1,43,s_f109_ke,s_f109_kxu,-0.248,2.738
E,V,1,44,s_m111_lxw,s_m111_lxr,0.692,4.205
E,V,1,45,s_f113_ke,s_f113_ko,0.796,3.315
E,V,1,46,s_m112_hxy,s_m112_hu,0.332,2.984
E,V,1,47,s_f109_pxw,s_f109_pu,0.736,2.488
E,V,1,48,s_f103_lxy,s_f103_lxe,0.256,5.592
E,V,1,49,s_f106_ne,s_f106_nu,0.536,2.069
E,V,1,50,s_f106_fxr,s_f106_fc,0.760,2.747
E,V,2,0,s_m110_sxu,s_m110_si,0.256,4.096
E,V,2,1,s_f101_fxu,s_f101_fxy,-0.212,2.697
E,V,2,2,s_f105_lxi,s_f105_lxo,-0.124,3.430
E,V,2,3,s_f106_hxo,s_f106_he,0.064,2.957
E,V,2,4,s_f109_sxy,s_f109_si,0.296,2.410
E,V,2,5,s_f108_fxw,s_f108_fxe,-0.080,4.027
E,V,2,6,s_m104_dxr,s_m104_dxu,-0.784,2.839
E,V,2,7,s_m104_gu,s_m104_gxr,-0.284,2.035
E,V,2,8,s_m114_bxa,s_m114_bi,0.740,2.564
E,V,2,9,s_f103_lxe,s_f103_lxy,0.932,3.897
E,V,2,10,s_f106_rxa,s_f106_rc,0.268,3.215
E,V,2,11,s_m110_kxw,s_m110_kxo,0.724,2.367
E,V,2,12,s_m107_bxu,s_m107_bxq,-0.152,3.188
E,V,2,13,s_m114_tu,s_m114_ti,0.744,4.507
E,V,2,14,s_m107_nxe,s_m107_nu,0.404,2.770
E,V,2,15,s_m111_pxq,s_m111_pxa,0.572,3.413
E,V,2,16,s_m110_wa,s_m110_wxy,-0.764,3.610
E,V,2,17,s_f103_kxe,s_f103_kxr,0.140,2.794
E,V,2,18,s_m114_ma,s_m114_mxw,0.300,4.604
E,V,2,19,s_f106_txw,s_f106_to,0.668,2.479
E,V,2,20,s_m112_hu,s_m112_hxy,-0.248,3.193
E,V,2,21,s_m110_da,s_m110_dc,-0.604,2.841
E,V,2,22,s_m111_wxo,s_m111_wxa,-0.392,2.797
E,V,2,23,s_m114_nxq,s_m114_ni,0.144,2.272
E,V,2,24,s_m110_lc,s_m110_lxy,0.608,4.143
E,V,2,25,s_m111_ge,s_m111_gxy,0.884,2.274
E,V,2,26,s_f109_pu,s_f109_pxw,0.952,3.758
E,V,2,27,s_m114_hxy,s_m114_hxi,-0.104,2.673
E,V,2,28,s_f108_nc,s_f108_nxe,0.408,1.947
E,V,2,29,s_f106_nu,s_f106_ne,0.700,3.027
E,V,2,30,s_f101_ha,s_f101_hxu,-0.592,4.017
E,V,2,31,s_f105_sxa,s_f105_sxw,-0.476,2.464
E,V,2,32,s_m104_gxo,s_m104_ga,0.528,4.470
E,V,2,33,s_f103_kxa,s_f103_kxe,0.708,4.343
E,V,2,34,s_f113_ko,s_f113_ke,0.636,2.348
E,V,2,35,s_f106_bxw,s_f106_bi,0.768,2.786
E,V,2,36,s_f113_wxi,s_f113_wi,-0.392,2.167
E,V,2,37,s_m104_pxq,s_m104_pxi,0.500,3.083
E,V,2,38,s_f101_mxy,s_f101_mxo,-0.792,3.181
E,V,2,39,s_f108_te,s_f108_txe,-0.932,2.921
E,V,2,40,s_m111_sxr,s_m111_sxo,0.344,2.834
E,V,2,41,s_f101_bc,s_f101_bu,0.708,5.481
E,V,2,42,s_m102_me,s_m102_mxa,0.700,3.909
E,V,2,43,s_f109_kxu,s_f109_ke,0.752,3.154
E,V,2,44,s_m104_sxq,s_m104_su,-0.332,2.368
E,V,2,45,s_f113_gxr,s_f113_gxi,0.696,2.346
E,V,2,46,s_f105_de,s_f105_dxr,0.580,2.671
E,V,2,47,s_m112_bxe,s_m112_bo,-0.564,3.247
E,V,2,48,s_f106_fc,s_f106_fxr,0.248,2.252
E,V,2,49,s_m111_kxq,s_m111_kxe,-0.808,4.627
E,V,2,50,s_m112_txi,s_m112_txu,-0.808,3.809
E,V,3,0,s_m102_nxw,s_m102_nxq,0.316,2.916
E,V,3,1,s_f109_wxr,s_f109_wa,0.080,2.772
E,V,3,2,s_m107_hc,s_m107_he,0.140,3.068
E,V,3,3,s_f108_bxo,s_f108_bo,-0.172,2.472
E,V,3,4,s_f108_ra,s_f108_ru,0.144,2.705
E,V,3,5,s_f113_si,s_f113_sxr,0.516,2.150
E,V,3,6,s_f105_wc,s_f105_wxo,-0.076,2.756
E,V,3,7,s_m112_fa,s_m112_fi,0.816,3.596
E,V,3,8,s_m110_lxq,s_m110_le,0.300,3.893
E,V,3,9,s_m102_ho,s_m102_hxa,-0.484,3.858
E,V,3,10,s_f109_dxa,s_f109_dxy,-0.068,3.167
E,V,3,11,s_f113_le,s_f113_la,0.360,2.439
E,V,3,12,s_f113_po,s_f113_pxy,0.664,3.430
E,V,3,13,s_f105_go,s_f105_gi,0.676,4.280
E,V,3,14,s_m111_lxr,s_m111_lxw,0.496,3.429
E,V,3,15,s_m114_fxw,s_m114_fxu,0.180,2.070
E,V,3,16,s_m102_ta,s_m102_txq,-0.572,2.773
E,V,3,17,s_m102_rxo,s_m102_ri,-0.536,3.391
E,V,3,18,s_m107_rxo,s_m107_rxu,-0.956,2.546
E,V,3,19,s_m107_mxi,s_m107_mo,-0.628,2.389
E,V,3,20,s_f108_hi,s_f108_hxe,-0.768,2.537
E,V,3,21,s_m102_nxi,s_m102_na,0.164,2.776
E,V,3,22,s_f103_wa,s_f103_wxe,-0.204,2.524
E,V,3,23,s_f101_txw,s_f101_te,0.220,2.375
E,V,3,24,s_m104_kxu,s_m104_kc,0.816,3.019
E,V,3,25,s_f108_ma,s_f108_mxa,-0.524,2.822
E,V,3,26,s_f103_do,s_f103_dc,-0.212,3.541
E,V,3,27,s_f113_dxu,s_f113_dxa,-0.308,4.705
E,V,3,28,s_f105_wxe,s_f105_wxi,-0.284,2.832
E,V,3,29,s_f109_lxq,s_f109_lo,0.316,2.694
E,V,3,30,s_f103_sa,s_f103_so,0.536,2.952
E,V,3,31,s_m104_wxi,s_m104_we,-0.236,9.731
E,V,3,32,s_m102_fxo,s_m102_fu,0.804,2.509
E,V,3,33,s_m112_nxa,s_m112_nu,0.556,2.175
E,V,3,34,s_m104_lxu,s_m104_lxe,-0.248,2.565
E,V,3,35,s_m110_gu,s_m110_go,0.964,4.398
E,V,3,36,s_f101_nxq,s_f101_nxo,0.188,2.327
E,V,3,37,s_f105_po,s_f105_pxu,-0.876,4.735
E,V,3,38,s_m111_dxi,s_m111_dxa,0.536,2.471
E,V,3,39,s_f106_mxy,s_f106_mxq,-0.556,2.381
E,V,3,40,s_f106_fxq,s_f106_fc,0.000,2.075
E,V,3,41,s_m112_rxe,s_m112_rxo,0.352,7.185
E,V,3,42,s_f109_gxi,s_f109_gxw,0.436,4.204
E,V,3,43,s_f105_kxw,s_f105_kxy,0.776,3.351
E,V,3,44,s_m112_mxq,s_m112_mxr,0.632,2.786
E,V,3,45,s_f103_pu,s_f103_pxu,0.920,3.146
E,V,3,46,s_m107_fxw,s_m107_fc,-0.380,2.669
E,V,3,47,s_f101_rxi,s_f101_ru,0.460,2.457
E,V,3,48,s_m102_bi,s_m102_bc,0.648,2.814
E,V,3,49,s_f103_ge,s_f103_gi,0.892,2.798
E,V,3,50,s_m110_pxr,s_m110_pxy,0.948,5.418
GS,V,0,0,s_m104_kc,s_m104_kxu,0.516,3.633
GS,V,0,1,s_m107_he,s_m107_hc,-0.952,2.428
GS,V,0,2,s_f109_dxy,s_f109_dxa,-0.628,2.504
GS,V,0,3,s_f113_pxy,s_f113_po,0.388,2.715
GS,V,0,4,s_m114_ni,s_m114_nxq,0.964,1.869
GS,V,0,5,s_f108_txe,s_f108_te,-0.508,2.693
GS,V,0,6,s_m114_fxu,s_m114_fxw,0.376,3.305
GS,V,0,7,s_m107_fc,s_m107_fxw,0.368,3.706
GS,V,0,8,s_m112_bo,s_m112_bxe,-0.644,2.349
GS,V,0,9,s_f103_dc,s_f103_do,0.404,4.563
GS,V,0,10,s_m110_le,s_m110_lxq,-0.520,4.069
GS,V,0,11,s_f108_nxe,s_f108_nc,0.936,1.840
GS,V,0,12,s_m111_sxo,s_m111_sxr,0.480,4.776
GS,V,0,13,s_m104_su,s_m104_sxq,-0.508,2.778
GS,V,0,14,s_f105_dxr,s_f105_de,0.344,3.694
GS,V,0,15,s_f105_kxy,s_f105_kxw,-0.724,2.303
GS,V,0,16,s_m114_mxw,s_m114_ma,0.420,10.539
GS,V,0,17,s_f106_he,s_f106_hxo,-0.820,1.723
GS,V,0,18,s_f106_rc,s_f106_rxa,0.264,2.690
GS,V,0,19,s_f103_gi,s_f103_ge,0.804,2.140
GS,V,0,20,s_f113_sxr,s_f113_si,0.264,3.531
GS,V,0,21,s_f108_hxe,s_f108_hi,0.676,2.030
GS,V,0,22,s_m111_pxa,s_m111_pxq,0.000,2.246
GS,V,0,23,s_m114_bi,s_m114_bxa,0.300,6.201
GS,V,0,24,s_f105_wxo,s_f105_wc,-0.388,1.619
GS,V,0,25,s_m107_nu,s_m107_nxe,0.244,4.154
GS,V,0,26,s_m104_gxr,s_m104_gu,0.664,2.891
GS,V,0,27,s_m102_hxa,s_m102_ho,0.324,3.981
GS,V,0,28,s_f101_ru,s_f101_rxi,-0.724,1.906
GS,V,0,29,s_m111_dxa,s_m111_dxi,0.316,4.398
GS,V,0,30,s_m102_nxq,s_m102_nxw,-0.504,3.576
GS,V,0,31,s_m112_mxr,s_m112_mxq,-0.684,2.640
GS,V,0,32,s_m102_txq,s_m102_ta,-0.216,3.068
GS,V,0,33,s_m102_mxa,s_m102_me,-0.340,2.722
